cefr	headword	part_of_speech	page	source
B2	precious	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	precise	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	precisely	adv.	2	Oxford 5000 by CEFR Level (American English)
B2	predictable	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	preference	n.	2	Oxford 5000 by CEFR Level (American English)
B2	presidential	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	pride	n.	2	Oxford 5000 by CEFR Level (American English)
B2	primarily	adv.	2	Oxford 5000 by CEFR Level (American English)
B2	prior	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	probability	n.	2	Oxford 5000 by CEFR Level (American English)
B2	probable	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	proceed	v.	2	Oxford 5000 by CEFR Level (American English)
B2	programming	n.	2	Oxford 5000 by CEFR Level (American English)
B2	progressive	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	prohibit	v.	2	Oxford 5000 by CEFR Level (American English)
B2	promising	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	promotion	n.	2	Oxford 5000 by CEFR Level (American English)
B2	prompt	v.	2	Oxford 5000 by CEFR Level (American English)
B2	proportion	n.	2	Oxford 5000 by CEFR Level (American English)
B2	protein	n.	2	Oxford 5000 by CEFR Level (American English)
B2	protester	n.	2	Oxford 5000 by CEFR Level (American English)
B2	psychological	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	publicity	n.	2	Oxford 5000 by CEFR Level (American English)
B2	publishing	n.	2	Oxford 5000 by CEFR Level (American English)
B2	punk	n.	2	Oxford 5000 by CEFR Level (American English)
B2	purely	adv.	2	Oxford 5000 by CEFR Level (American English)
B2	pursuit	n.	2	Oxford 5000 by CEFR Level (American English)
B2	puzzle	n.	2	Oxford 5000 by CEFR Level (American English)
B2	receiver	n.	3	Oxford 5000 by CEFR Level (American English)
B2	recession	n.	3	Oxford 5000 by CEFR Level (American English)
B2	reckon	v.	3	Oxford 5000 by CEFR Level (American English)
B2	recognition	n.	3	Oxford 5000 by CEFR Level (American English)
B2	recovery	n.	3	Oxford 5000 by CEFR Level (American English)
B2	recruit	v., n.	3	Oxford 5000 by CEFR Level (American English)
B2	referee	n.	3	Oxford 5000 by CEFR Level (American English)
B2	refugee	n.	3	Oxford 5000 by CEFR Level (American English)
B2	registration	n.	3	Oxford 5000 by CEFR Level (American English)
B2	regulate	v.	3	Oxford 5000 by CEFR Level (American English)
B2	reinforce	v.	3	Oxford 5000 by CEFR Level (American English)
B2	relieve	v.	3	Oxford 5000 by CEFR Level (American English)
B2	relieved	adj.	3	Oxford 5000 by CEFR Level (American English)
B2	remarkable	adj.	3	Oxford 5000 by CEFR Level (American English)
B2	remarkably	adv.	3	Oxford 5000 by CEFR Level (American English)
B2	rental	n.	3	Oxford 5000 by CEFR Level (American English)
B2	reporting	n.	3	Oxford 5000 by CEFR Level (American English)
B2	resign	v.	3	Oxford 5000 by CEFR Level (American English)
B2	resolution	n.	3	Oxford 5000 by CEFR Level (American English)
B2	restore	v.	3	Oxford 5000 by CEFR Level (American English)
B2	restrict	v.	3	Oxford 5000 by CEFR Level (American English)
B2	restriction	n.	3	Oxford 5000 by CEFR Level (American English)
B2	résumé	n.	3	Oxford 5000 by CEFR Level (American English)
B2	retail	n.	3	Oxford 5000 by CEFR Level (American English)
B2	retirement	n.	3	Oxford 5000 by CEFR Level (American English)
B2	revenue	n.	3	Oxford 5000 by CEFR Level (American English)
B2	revision	n.	3	Oxford 5000 by CEFR Level (American English)
B2	ridiculous	adj.	3	Oxford 5000 by CEFR Level (American English)
B2	risky	adj.	3	Oxford 5000 by CEFR Level (American English)
B2	rival	n., adj.	3	Oxford 5000 by CEFR Level (American English)
B2	rob	v.	3	Oxford 5000 by CEFR Level (American English)
B2	robbery	n.	3	Oxford 5000 by CEFR Level (American English)
B2	rocket	n.	3	Oxford 5000 by CEFR Level (American English)
B2	romance	n.	3	Oxford 5000 by CEFR Level (American English)
B2	rose	n.	3	Oxford 5000 by CEFR Level (American English)
B2	roughly	adv.	3	Oxford 5000 by CEFR Level (American English)
B2	ruin	v., n.	3	Oxford 5000 by CEFR Level (American English)
B2	satisfaction	n.	3	Oxford 5000 by CEFR Level (American English)
B2	scandal	n.	3	Oxford 5000 by CEFR Level (American English)
B2	scare	v., n.	3	Oxford 5000 by CEFR Level (American English)
B2	scenario	n.	3	Oxford 5000 by CEFR Level (American English)
B2	scholar	n.	3	Oxford 5000 by CEFR Level (American English)
B2	scholarship	n.	3	Oxford 5000 by CEFR Level (American English)
B2	scratch	v., n.	3	Oxford 5000 by CEFR Level (American English)
B2	screening	n.	3	Oxford 5000 by CEFR Level (American English)
B2	seeker	n.	3	Oxford 5000 by CEFR Level (American English)
B2	seminar	n.	3	Oxford 5000 by CEFR Level (American English)
B2	settler	n.	3	Oxford 5000 by CEFR Level (American English)
B2	severely	adv.	3	Oxford 5000 by CEFR Level (American English)
B2	sexy	adj.	3	Oxford 5000 by CEFR Level (American English)
B2	shaped	adj.	3	Oxford 5000 by CEFR Level (American English)
B2	shocking	adj.	3	Oxford 5000 by CEFR Level (American English)
B2	shore	n.	3	Oxford 5000 by CEFR Level (American English)
B2	shortage	n.	3	Oxford 5000 by CEFR Level (American English)
B2	shortly	adv.	3	Oxford 5000 by CEFR Level (American English)
B2	short-term	adj.	3	Oxford 5000 by CEFR Level (American English)
B2	sibling	n.	3	Oxford 5000 by CEFR Level (American English)
B2	sidewalk	n.	3	Oxford 5000 by CEFR Level (American English)
B2	signature	n.	3	Oxford 5000 by CEFR Level (American English)
B2	spectacular	adj.	3	Oxford 5000 by CEFR Level (American English)
B2	spectator	n.	3	Oxford 5000 by CEFR Level (American English)
B2	speculate	v.	3	Oxford 5000 by CEFR Level (American English)
B2	speculation	n.	3	Oxford 5000 by CEFR Level (American English)
B2	spice	n.	3	Oxford 5000 by CEFR Level (American English)
B2	spill	v.	3	Oxford 5000 by CEFR Level (American English)
B2	spite	n.	3	Oxford 5000 by CEFR Level (American English)
B2	spoil	v.	3	Oxford 5000 by CEFR Level (American English)
B2	spokesman	n.	3	Oxford 5000 by CEFR Level (American English)
B2	spokesperson	n.	3	Oxford 5000 by CEFR Level (American English)
B2	spokeswoman	n.	3	Oxford 5000 by CEFR Level (American English)
B2	sponsorship	n.	3	Oxford 5000 by CEFR Level (American English)
B2	stall	n.	3	Oxford 5000 by CEFR Level (American English)
B2	stance	n.	3	Oxford 5000 by CEFR Level (American English)
B2	starve	v.	3	Oxford 5000 by CEFR Level (American English)
B2	steadily	adv.	3	Oxford 5000 by CEFR Level (American English)
B2	steam	n.	3	Oxford 5000 by CEFR Level (American English)
B2	stimulate	v.	3	Oxford 5000 by CEFR Level (American English)
B2	strengthen	v.	3	Oxford 5000 by CEFR Level (American English)
B2	strictly	adv.	3	Oxford 5000 by CEFR Level (American English)
B2	stroke	n.	3	Oxford 5000 by CEFR Level (American English)
B2	stunning	adj.	3	Oxford 5000 by CEFR Level (American English)
B2	subsequent	adj.	3	Oxford 5000 by CEFR Level (American English)
B2	subsequently	adv.	3	Oxford 5000 by CEFR Level (American English)
B2	suburb	n.	3	Oxford 5000 by CEFR Level (American English)
B2	suffering	n.	3	Oxford 5000 by CEFR Level (American English)
B2	sufficient	adj.	3	Oxford 5000 by CEFR Level (American English)
B2	sufficiently	adv.	3	Oxford 5000 by CEFR Level (American English)
B2	super	adj.	3	Oxford 5000 by CEFR Level (American English)
B2	surgeon	n.	3	Oxford 5000 by CEFR Level (American English)
B2	survival	n.	3	Oxford 5000 by CEFR Level (American English)
B2	survivor	n.	3	Oxford 5000 by CEFR Level (American English)
B2	suspend	v.	3	Oxford 5000 by CEFR Level (American English)
B2	sustainable	adj.	3	Oxford 5000 by CEFR Level (American English)
B2	swallow	v.	3	Oxford 5000 by CEFR Level (American English)
B2	sympathetic	adj.	3	Oxford 5000 by CEFR Level (American English)
B2	tackle	v.	3	Oxford 5000 by CEFR Level (American English)
B2	tag	n.	3	Oxford 5000 by CEFR Level (American English)
B2	tap	v., n.	3	Oxford 5000 by CEFR Level (American English)
B2	technological	adj.	3	Oxford 5000 by CEFR Level (American English)
B2	teen	n., adj	3	Oxford 5000 by CEFR Level (American English)
B2	temple	n.	3	Oxford 5000 by CEFR Level (American English)
B2	temporarily	adv.	3	Oxford 5000 by CEFR Level (American English)
B2	tendency	n.	3	Oxford 5000 by CEFR Level (American English)
B2	tension	n.	3	Oxford 5000 by CEFR Level (American English)
B2	terminal	n.	3	Oxford 5000 by CEFR Level (American English)
B2	terms	n.	3	Oxford 5000 by CEFR Level (American English)
B2	terribly	adv.	3	Oxford 5000 by CEFR Level (American English)
B2	terrify	v.	3	Oxford 5000 by CEFR Level (American English)
B2	territory	n.	3	Oxford 5000 by CEFR Level (American English)
B2	terror	n.	3	Oxford 5000 by CEFR Level (American English)
B2	terrorism	n.	3	Oxford 5000 by CEFR Level (American English)
B2	terrorist	n.	3	Oxford 5000 by CEFR Level (American English)
B2	testing	n.	3	Oxford 5000 by CEFR Level (American English)
B2	textbook	n.	3	Oxford 5000 by CEFR Level (American English)
B2	theft	n.	3	Oxford 5000 by CEFR Level (American English)
B2	therapist	n.	3	Oxford 5000 by CEFR Level (American English)
B2	thesis	n.	3	Oxford 5000 by CEFR Level (American English)
B2	thorough	adj.	3	Oxford 5000 by CEFR Level (American English)
B2	trap	v., n.	3	Oxford 5000 by CEFR Level (American English)
B2	treasure	n.	3	Oxford 5000 by CEFR Level (American English)
B2	tribe	n.	3	Oxford 5000 by CEFR Level (American English)
B2	trigger	v.	3	Oxford 5000 by CEFR Level (American English)
B2	trillion	number	3	Oxford 5000 by CEFR Level (American English)
B2	troop	n.	3	Oxford 5000 by CEFR Level (American English)
B2	tsunami	n.	3	Oxford 5000 by CEFR Level (American English)
B2	ultimate	adj.	3	Oxford 5000 by CEFR Level (American English)
B2	unacceptable	adj.	3	Oxford 5000 by CEFR Level (American English)
B2	uncertainty	n.	3	Oxford 5000 by CEFR Level (American English)
B2	undergo	v.	3	Oxford 5000 by CEFR Level (American English)
B2	undertake	v.	3	Oxford 5000 by CEFR Level (American English)
B2	unfold	v.	3	Oxford 5000 by CEFR Level (American English)
B2	unfortunate	adj.	3	Oxford 5000 by CEFR Level (American English)
B2	unite	v.	3	Oxford 5000 by CEFR Level (American English)
B2	unity	n.	3	Oxford 5000 by CEFR Level (American English)
B2	universal	adj.	3	Oxford 5000 by CEFR Level (American English)
B2	urgent	adj.	3	Oxford 5000 by CEFR Level (American English)
B2	usage	n.	3	Oxford 5000 by CEFR Level (American English)
B2	useless	adj.	3	Oxford 5000 by CEFR Level (American English)
B2	valid	adj.	3	Oxford 5000 by CEFR Level (American English)
B2	variation	n.	3	Oxford 5000 by CEFR Level (American English)
B2	vertical	adj.	3	Oxford 5000 by CEFR Level (American English)
B2	viewpoint	n.	3	Oxford 5000 by CEFR Level (American English)
B2	visa	n.	3	Oxford 5000 by CEFR Level (American English)
B2	visible	adj.	3	Oxford 5000 by CEFR Level (American English)
B2	voluntary	adj.	3	Oxford 5000 by CEFR Level (American English)
B2	voting	n.	3	Oxford 5000 by CEFR Level (American English)
B2	wander	v.	3	Oxford 5000 by CEFR Level (American English)
B2	warming	n.	3	Oxford 5000 by CEFR Level (American English)
B2	weekly	adj.	3	Oxford 5000 by CEFR Level (American English)
B2	weird	adj.	3	Oxford 5000 by CEFR Level (American English)
B2	welfare	n.	3	Oxford 5000 by CEFR Level (American English)
B2	wheat	n.	3	Oxford 5000 by CEFR Level (American English)
B2	whoever	pron.	3	Oxford 5000 by CEFR Level (American English)
B2	widespread	adj.	3	Oxford 5000 by CEFR Level (American English)
B2	wisdom	n.	3	Oxford 5000 by CEFR Level (American English)
B2	withdraw	v.	3	Oxford 5000 by CEFR Level (American English)
B2	wolf	n.	3	Oxford 5000 by CEFR Level (American English)
B2	workforce	n.	3	Oxford 5000 by CEFR Level (American English)
B2	workplace	n.	3	Oxford 5000 by CEFR Level (American English)
B2	workshop	n.	3	Oxford 5000 by CEFR Level (American English)
B2	worm	n.	3	Oxford 5000 by CEFR Level (American English)
B2	wrist	n.	3	Oxford 5000 by CEFR Level (American English)
C1	abolish	v.	3	Oxford 5000 by CEFR Level (American English)
C1	abortion	n.	3	Oxford 5000 by CEFR Level (American English)
C1	absence	n.	3	Oxford 5000 by CEFR Level (American English)
C1	absent	adj.	3	Oxford 5000 by CEFR Level (American English)
C1	absurd	adj.	3	Oxford 5000 by CEFR Level (American English)
C1	abuse	n., v.	3	Oxford 5000 by CEFR Level (American English)
C1	academy	n.	3	Oxford 5000 by CEFR Level (American English)
C1	accelerate	v.	3	Oxford 5000 by CEFR Level (American English)
C1	acceptance	n.	3	Oxford 5000 by CEFR Level (American English)
C1	accessible	adj.	3	Oxford 5000 by CEFR Level (American English)
C1	accomplishment	n.	3	Oxford 5000 by CEFR Level (American English)
C1	acute	adj.	3	Oxford 5000 by CEFR Level (American English)
C1	adaptation	n.	3	Oxford 5000 by CEFR Level (American English)
C1	adhere	v.	3	Oxford 5000 by CEFR Level (American English)
C1	adjacent	adj.	3	Oxford 5000 by CEFR Level (American English)
C1	adjustment	n.	3	Oxford 5000 by CEFR Level (American English)
C1	administer	v.	3	Oxford 5000 by CEFR Level (American English)
C1	administrative	adj.	3	Oxford 5000 by CEFR Level (American English)
C1	administrator	n.	3	Oxford 5000 by CEFR Level (American English)
C1	admission	n.	3	Oxford 5000 by CEFR Level (American English)
C1	adolescent	n.	3	Oxford 5000 by CEFR Level (American English)
C1	adoption	n.	3	Oxford 5000 by CEFR Level (American English)
C1	adverse	adj.	3	Oxford 5000 by CEFR Level (American English)
C1	advocate	n., v.	3	Oxford 5000 by CEFR Level (American English)
C1	aesthetic	adj.	3	Oxford 5000 by CEFR Level (American English)
C1	affection	n.	3	Oxford 5000 by CEFR Level (American English)
C1	aftermath	n.	3	Oxford 5000 by CEFR Level (American English)
C1	aggression	n.	3	Oxford 5000 by CEFR Level (American English)
C1	agricultural	adj.	3	Oxford 5000 by CEFR Level (American English)
C1	aide	n.	3	Oxford 5000 by CEFR Level (American English)
C1	alert	v., n., adj.	3	Oxford 5000 by CEFR Level (American English)
C1	alien	adj.	3	Oxford 5000 by CEFR Level (American English)
C1	align	v.	3	Oxford 5000 by CEFR Level (American English)
C1	alignment	n.	3	Oxford 5000 by CEFR Level (American English)
C1	alike	adv., adj.	3	Oxford 5000 by CEFR Level (American English)
C1	allegation	n.	3	Oxford 5000 by CEFR Level (American English)
C1	allege	v.	3	Oxford 5000 by CEFR Level (American English)
C1	allegedly	adv.	3	Oxford 5000 by CEFR Level (American English)
C1	alliance	n.	3	Oxford 5000 by CEFR Level (American English)
C1	allocate	v.	3	Oxford 5000 by CEFR Level (American English)
C1	allocation	n.	3	Oxford 5000 by CEFR Level (American English)
C1	allowance	n.	3	Oxford 5000 by CEFR Level (American English)
C1	ally	n.	3	Oxford 5000 by CEFR Level (American English)
C1	aluminum	n.	3	Oxford 5000 by CEFR Level (American English)
C1	amateur	adj., n.	3	Oxford 5000 by CEFR Level (American English)
C1	ambassador	n.	3	Oxford 5000 by CEFR Level (American English)
C1	amend	v.	3	Oxford 5000 by CEFR Level (American English)
C1	amendment	n.	3	Oxford 5000 by CEFR Level (American English)
C1	amid	prep.	3	Oxford 5000 by CEFR Level (American English)
C1	analogy	n.	3	Oxford 5000 by CEFR Level (American English)
C1	anchor	n.	3	Oxford 5000 by CEFR Level (American English)
C1	angel	n.	3	Oxford 5000 by CEFR Level (American English)
C1	anonymous	adj.	3	Oxford 5000 by CEFR Level (American English)
C1	apparatus	n.	3	Oxford 5000 by CEFR Level (American English)
C1	apparel	n.	3	Oxford 5000 by CEFR Level (American English)
C1	appealing	adj.	3	Oxford 5000 by CEFR Level (American English)
C1	appetite	n.	3	Oxford 5000 by CEFR Level (American English)
C1	applaud	v.	3	Oxford 5000 by CEFR Level (American English)
C1	applicable	adj.	3	Oxford 5000 by CEFR Level (American English)
C1	appoint	v.	3	Oxford 5000 by CEFR Level (American English)
C1	appreciation	n.	3	Oxford 5000 by CEFR Level (American English)
C1	arbitrary	adj.	3	Oxford 5000 by CEFR Level (American English)
C1	architectural	adj.	3	Oxford 5000 by CEFR Level (American English)
C1	archive	n.	3	Oxford 5000 by CEFR Level (American English)
C1	arena	n.	3	Oxford 5000 by CEFR Level (American English)
C1	arm	v.	3	Oxford 5000 by CEFR Level (American English)
C1	array	n.	3	Oxford 5000 by CEFR Level (American English)
C1	articulate	v.	3	Oxford 5000 by CEFR Level (American English)
C1	ash	n.	3	Oxford 5000 by CEFR Level (American English)
C1	aspiration	n.	3	Oxford 5000 by CEFR Level (American English)
C1	attendance	n.	4	Oxford 5000 by CEFR Level (American English)
C1	attribute	v., n.	4	Oxford 5000 by CEFR Level (American English)
C1	auction	n.	4	Oxford 5000 by CEFR Level (American English)
C1	audit	n.	4	Oxford 5000 by CEFR Level (American English)
C1	authentic	adj.	4	Oxford 5000 by CEFR Level (American English)
C1	authorize	v.	4	Oxford 5000 by CEFR Level (American English)
C1	auto	n.	4	Oxford 5000 by CEFR Level (American English)
C1	autonomy	n.	4	Oxford 5000 by CEFR Level (American English)
C1	autumn	n.	4	Oxford 5000 by CEFR Level (American English)
C1	availability	n.	4	Oxford 5000 by CEFR Level (American English)
C1	await	v.	4	Oxford 5000 by CEFR Level (American English)
C1	backdrop	n.	4	Oxford 5000 by CEFR Level (American English)
C1	backing	n.	4	Oxford 5000 by CEFR Level (American English)
C1	backup	n.	4	Oxford 5000 by CEFR Level (American English)
C1	bail	n.	4	Oxford 5000 by CEFR Level (American English)
C1	ballot	n.	4	Oxford 5000 by CEFR Level (American English)
C1	bankruptcy	n.	4	Oxford 5000 by CEFR Level (American English)
C1	banner	n.	4	Oxford 5000 by CEFR Level (American English)
C1	bare	adj.	4	Oxford 5000 by CEFR Level (American English)
C1	barrel	n.	4	Oxford 5000 by CEFR Level (American English)
C1	bass1	n.	4	Oxford 5000 by CEFR Level (American English)
C1	bat	v.	4	Oxford 5000 by CEFR Level (American English)
C1	battlefield	n.	4	Oxford 5000 by CEFR Level (American English)
C1	bay	n.	4	Oxford 5000 by CEFR Level (American English)
C1	beam	n.	4	Oxford 5000 by CEFR Level (American English)
C1	beast	n.	4	Oxford 5000 by CEFR Level (American English)
C1	behalf	n.	4	Oxford 5000 by CEFR Level (American English)
C1	behavioral	adj.	4	Oxford 5000 by CEFR Level (American English)
C1	beloved	adj.	4	Oxford 5000 by CEFR Level (American English)
C1	bench	n.	4	Oxford 5000 by CEFR Level (American English)
C1	benchmark	n.	4	Oxford 5000 by CEFR Level (American English)
C1	beneath	prep.	4	Oxford 5000 by CEFR Level (American English)
C1	beneficiary	n.	4	Oxford 5000 by CEFR Level (American English)
C1	betray	v.	4	Oxford 5000 by CEFR Level (American English)
C1	beverage	n.	4	Oxford 5000 by CEFR Level (American English)
C1	bind	v.	4	Oxford 5000 by CEFR Level (American English)
C1	biography	n.	4	Oxford 5000 by CEFR Level (American English)
C1	bishop	n.	4	Oxford 5000 by CEFR Level (American English)
C1	bizarre	adj.	4	Oxford 5000 by CEFR Level (American English)
C1	blade	n.	4	Oxford 5000 by CEFR Level (American English)
C1	blast	n., v.	4	Oxford 5000 by CEFR Level (American English)
C1	bleed	v.	4	Oxford 5000 by CEFR Level (American English)
C1	blend	v., n.	4	Oxford 5000 by CEFR Level (American English)
C1	bless	v.	4	Oxford 5000 by CEFR Level (American English)
C1	blessing	n.	4	Oxford 5000 by CEFR Level (American English)
C1	boast	v.	4	Oxford 5000 by CEFR Level (American English)
C1	bonus	n.	4	Oxford 5000 by CEFR Level (American English)
C1	booking	n.	4	Oxford 5000 by CEFR Level (American English)
C1	boom	n.	4	Oxford 5000 by CEFR Level (American English)
C1	bounce	v.	4	Oxford 5000 by CEFR Level (American English)
C1	boundary	n.	4	Oxford 5000 by CEFR Level (American English)
C1	bow1	v., n.	4	Oxford 5000 by CEFR Level (American English)
C1	breach	n., v.	4	Oxford 5000 by CEFR Level (American English)
C1	breakdown	n.	4	Oxford 5000 by CEFR Level (American English)
C1	breakthrough	n.	4	Oxford 5000 by CEFR Level (American English)
C1	breed	v., n.	4	Oxford 5000 by CEFR Level (American English)
C1	broadband	n.	4	Oxford 5000 by CEFR Level (American English)
C1	browser	n.	4	Oxford 5000 by CEFR Level (American English)
C1	brutal	adj.	4	Oxford 5000 by CEFR Level (American English)
C1	capitalism	n.	4	Oxford 5000 by CEFR Level (American English)
C1	capitalist	adj.	4	Oxford 5000 by CEFR Level (American English)
C1	cargo	n.	4	Oxford 5000 by CEFR Level (American English)
C1	carriage	n.	4	Oxford 5000 by CEFR Level (American English)
C1	carve	v.	4	Oxford 5000 by CEFR Level (American English)
C1	casino	n.	4	Oxford 5000 by CEFR Level (American English)
C1	casualty	n.	4	Oxford 5000 by CEFR Level (American English)
C1	catalog	n.	4	Oxford 5000 by CEFR Level (American English)
C1	cater	v.	4	Oxford 5000 by CEFR Level (American English)
C1	cattle	n.	4	Oxford 5000 by CEFR Level (American English)
C1	caution	n.	4	Oxford 5000 by CEFR Level (American English)
C1	cautious	adj.	4	Oxford 5000 by CEFR Level (American English)
C1	cease	v.	4	Oxford 5000 by CEFR Level (American English)
C1	cemetery	n.	4	Oxford 5000 by CEFR Level (American English)
C1	chamber	n.	4	Oxford 5000 by CEFR Level (American English)
C1	chaos	n.	4	Oxford 5000 by CEFR Level (American English)
C1	characterize	v.	4	Oxford 5000 by CEFR Level (American English)
C1	charm	n.	4	Oxford 5000 by CEFR Level (American English)
C1	charter	n.	4	Oxford 5000 by CEFR Level (American English)
C1	choir	n.	4	Oxford 5000 by CEFR Level (American English)
C1	chronic	adj.	4	Oxford 5000 by CEFR Level (American English)
C1	chunk	n.	4	Oxford 5000 by CEFR Level (American English)
C1	circulate	v.	4	Oxford 5000 by CEFR Level (American English)
C1	circulation	n.	4	Oxford 5000 by CEFR Level (American English)
C1	citizenship	n.	4	Oxford 5000 by CEFR Level (American English)
C1	civic	adj.	4	Oxford 5000 by CEFR Level (American English)
C1	civilian	n., adj.	4	Oxford 5000 by CEFR Level (American English)
C1	clarity	n.	4	Oxford 5000 by CEFR Level (American English)
C1	clash	n.	4	Oxford 5000 by CEFR Level (American English)
C1	classification	n.	4	Oxford 5000 by CEFR Level (American English)
C1	cling	v.	4	Oxford 5000 by CEFR Level (American English)
C1	clinical	adj.	4	Oxford 5000 by CEFR Level (American English)
C1	closure	n.	4	Oxford 5000 by CEFR Level (American English)
C1	cluster	n.	4	Oxford 5000 by CEFR Level (American English)
C1	coalition	n.	4	Oxford 5000 by CEFR Level (American English)
C1	coastal	adj.	4	Oxford 5000 by CEFR Level (American English)
C1	cocktail	n.	4	Oxford 5000 by CEFR Level (American English)
C1	cognitive	adj.	4	Oxford 5000 by CEFR Level (American English)
C1	coincide	v.	4	Oxford 5000 by CEFR Level (American English)
C1	collaborate	v.	4	Oxford 5000 by CEFR Level (American English)
C1	collaboration	n.	4	Oxford 5000 by CEFR Level (American English)
C1	collective	adj.	4	Oxford 5000 by CEFR Level (American English)
C1	collision	n.	4	Oxford 5000 by CEFR Level (American English)
C1	colonial	adj.	4	Oxford 5000 by CEFR Level (American English)
C1	columnist	n.	4	Oxford 5000 by CEFR Level (American English)
C1	combat	n., v.	4	Oxford 5000 by CEFR Level (American English)
C1	commence	v.	4	Oxford 5000 by CEFR Level (American English)
C1	commentary	n.	4	Oxford 5000 by CEFR Level (American English)
C1	commentator	n.	4	Oxford 5000 by CEFR Level (American English)
C1	commerce	n.	4	Oxford 5000 by CEFR Level (American English)
C1	commissioner	n.	4	Oxford 5000 by CEFR Level (American English)
C1	commodity	n.	4	Oxford 5000 by CEFR Level (American English)
C1	communist	adj.	4	Oxford 5000 by CEFR Level (American English)
C1	companion	n.	4	Oxford 5000 by CEFR Level (American English)
C1	comparable	adj.	4	Oxford 5000 by CEFR Level (American English)
C1	compassion	n.	4	Oxford 5000 by CEFR Level (American English)
C1	compel	v.	4	Oxford 5000 by CEFR Level (American English)
C1	compelling	adj.	4	Oxford 5000 by CEFR Level (American English)
C1	compensate	v.	4	Oxford 5000 by CEFR Level (American English)
C1	compute	v.	4	Oxford 5000 by CEFR Level (American English)
C1	conceal	v.	4	Oxford 5000 by CEFR Level (American English)
C1	concede	v.	4	Oxford 5000 by CEFR Level (American English)
C1	conceive	v.	4	Oxford 5000 by CEFR Level (American English)
C1	conception	n.	4	Oxford 5000 by CEFR Level (American English)
C1	concession	n.	4	Oxford 5000 by CEFR Level (American English)
C1	condemn	v.	4	Oxford 5000 by CEFR Level (American English)
C1	confer	v.	4	Oxford 5000 by CEFR Level (American English)
C1	confession	n.	4	Oxford 5000 by CEFR Level (American English)
C1	configuration	n.	4	Oxford 5000 by CEFR Level (American English)
C1	confine	v.	4	Oxford 5000 by CEFR Level (American English)
C1	confirmation	n.	4	Oxford 5000 by CEFR Level (American English)
C1	confront	v.	4	Oxford 5000 by CEFR Level (American English)
C1	confrontation	n.	4	Oxford 5000 by CEFR Level (American English)
C1	congratulate	v.	4	Oxford 5000 by CEFR Level (American English)
C1	congregation	n.	4	Oxford 5000 by CEFR Level (American English)
C1	congressional	adj.	4	Oxford 5000 by CEFR Level (American English)
C1	conquer	v.	4	Oxford 5000 by CEFR Level (American English)
C1	conscience	n.	4	Oxford 5000 by CEFR Level (American English)
C1	consciousness	n.	4	Oxford 5000 by CEFR Level (American English)
C1	consecutive	adj.	4	Oxford 5000 by CEFR Level (American English)
C1	consensus	n.	4	Oxford 5000 by CEFR Level (American English)
C1	consent	n., v.	4	Oxford 5000 by CEFR Level (American English)
C1	conserve	v.	4	Oxford 5000 by CEFR Level (American English)
C1	consistency	n.	4	Oxford 5000 by CEFR Level (American English)
C1	consolidate	v.	4	Oxford 5000 by CEFR Level (American English)
C1	constitute	v.	4	Oxford 5000 by CEFR Level (American English)
C1	constitution	n.	4	Oxford 5000 by CEFR Level (American English)
C1	constitutional	adj.	4	Oxford 5000 by CEFR Level (American English)
C1	constraint	n.	4	Oxford 5000 by CEFR Level (American English)
C1	consultation	n.	4	Oxford 5000 by CEFR Level (American English)
C1	contemplate	v.	4	Oxford 5000 by CEFR Level (American English)
C1	contempt	n.	4	Oxford 5000 by CEFR Level (American English)
C1	contend	v.	4	Oxford 5000 by CEFR Level (American English)
C1	contender	n.	4	Oxford 5000 by CEFR Level (American English)
C1	content2	adj.	4	Oxford 5000 by CEFR Level (American English)
C1	contention	n.	4	Oxford 5000 by CEFR Level (American English)
C1	continually	adv.	4	Oxford 5000 by CEFR Level (American English)
C1	contractor	n.	4	Oxford 5000 by CEFR Level (American English)
C1	contradiction	n.	4	Oxford 5000 by CEFR Level (American English)
C1	contrary	adj., n.	4	Oxford 5000 by CEFR Level (American English)
C1	contributor	n.	4	Oxford 5000 by CEFR Level (American English)
C1	conversion	n.	4	Oxford 5000 by CEFR Level (American English)
C1	convict	v.	4	Oxford 5000 by CEFR Level (American English)
C1	conviction	n.	4	Oxford 5000 by CEFR Level (American English)
C1	cooperate	v.	4	Oxford 5000 by CEFR Level (American English)
C1	cooperative	adj.	4	Oxford 5000 by CEFR Level (American English)
C1	coordinate	v.	4	Oxford 5000 by CEFR Level (American English)
C1	coordination	n.	4	Oxford 5000 by CEFR Level (American English)
C1	coordinator	n.	4	Oxford 5000 by CEFR Level (American English)
C1	copper	n.	4	Oxford 5000 by CEFR Level (American English)
C1	copyright	n.	4	Oxford 5000 by CEFR Level (American English)
C1	correction	n.	4	Oxford 5000 by CEFR Level (American English)
C1	correlate	v.	4	Oxford 5000 by CEFR Level (American English)
C1	correlation	n.	4	Oxford 5000 by CEFR Level (American English)
