cefr	headword	part_of_speech	page	source
A1	sister	n.	3	The Oxford 3000 by CEFR level
A1	sit	v.	3	The Oxford 3000 by CEFR level
A1	situation	n.	3	The Oxford 3000 by CEFR level
A1	six	number	3	The Oxford 3000 by CEFR level
A1	sixteen	number	3	The Oxford 3000 by CEFR level
A1	sixty	number	3	The Oxford 3000 by CEFR level
A1	skill	n.	3	The Oxford 3000 by CEFR level
A1	skirt	n.	3	The Oxford 3000 by CEFR level
A1	sleep	v.	3	The Oxford 3000 by CEFR level
A1	slow	adj.	3	The Oxford 3000 by CEFR level
A1	small	adj.	3	The Oxford 3000 by CEFR level
A1	snake	n.	3	The Oxford 3000 by CEFR level
A1	snow	n., v.	3	The Oxford 3000 by CEFR level
A1	so	adv., conj.	3	The Oxford 3000 by CEFR level
A1	some	det., pron.	3	The Oxford 3000 by CEFR level
A1	somebody	pron.	3	The Oxford 3000 by CEFR level
A1	someone	pron.	3	The Oxford 3000 by CEFR level
A1	something	pron.	3	The Oxford 3000 by CEFR level
A1	sometimes	adv.	3	The Oxford 3000 by CEFR level
A1	son	n.	3	The Oxford 3000 by CEFR level
A1	song	n.	3	The Oxford 3000 by CEFR level
A1	soon	adv.	3	The Oxford 3000 by CEFR level
A1	sorry	adj., exclam.	3	The Oxford 3000 by CEFR level
A1	sound	n., v.	3	The Oxford 3000 by CEFR level
A1	soup	n.	3	The Oxford 3000 by CEFR level
A1	south	n., adj., adv.	3	The Oxford 3000 by CEFR level
A1	space	n.	3	The Oxford 3000 by CEFR level
A1	speak	v.	3	The Oxford 3000 by CEFR level
A1	special	adj.	3	The Oxford 3000 by CEFR level
A1	spell	v.	3	The Oxford 3000 by CEFR level
A1	spelling	n.	3	The Oxford 3000 by CEFR level
A1	spend	v.	3	The Oxford 3000 by CEFR level
A1	sport	n.	3	The Oxford 3000 by CEFR level
A1	spring	n.	3	The Oxford 3000 by CEFR level
A1	stand	v.	3	The Oxford 3000 by CEFR level
A1	star	n.	3	The Oxford 3000 by CEFR level
A1	start	v.	3	The Oxford 3000 by CEFR level
A1	statement	n.	3	The Oxford 3000 by CEFR level
A1	station	n.	3	The Oxford 3000 by CEFR level
A1	stay	v.	3	The Oxford 3000 by CEFR level
A1	still	adv.	3	The Oxford 3000 by CEFR level
A1	stop	v., n.	3	The Oxford 3000 by CEFR level
A1	story	n.	3	The Oxford 3000 by CEFR level
A1	street	n.	3	The Oxford 3000 by CEFR level
A1	strong	adj.	3	The Oxford 3000 by CEFR level
A1	student	n.	3	The Oxford 3000 by CEFR level
A1	study	n., v.	3	The Oxford 3000 by CEFR level
A1	style	n.	3	The Oxford 3000 by CEFR level
A1	subject	n.	3	The Oxford 3000 by CEFR level
A1	success	n.	3	The Oxford 3000 by CEFR level
A1	sugar	n.	3	The Oxford 3000 by CEFR level
A1	summer	n.	3	The Oxford 3000 by CEFR level
A1	sun	n.	3	The Oxford 3000 by CEFR level
A1	Sunday	n.	3	The Oxford 3000 by CEFR level
A1	supermarket	n.	3	The Oxford 3000 by CEFR level
A1	sure	adj.	3	The Oxford 3000 by CEFR level
A1	sweater	n.	3	The Oxford 3000 by CEFR level
A1	swim	v.	3	The Oxford 3000 by CEFR level
A1	swimming	n.	3	The Oxford 3000 by CEFR level
A1	table	n.	3	The Oxford 3000 by CEFR level
A1	take	v.	3	The Oxford 3000 by CEFR level
A1	talk	v.	3	The Oxford 3000 by CEFR level
A1	tall	adj.	3	The Oxford 3000 by CEFR level
A1	taxi	n.	3	The Oxford 3000 by CEFR level
A1	tea	n.	3	The Oxford 3000 by CEFR level
A1	teach	v.	3	The Oxford 3000 by CEFR level
A1	teacher	n.	3	The Oxford 3000 by CEFR level
A1	team	n.	3	The Oxford 3000 by CEFR level
A1	teenager	n.	3	The Oxford 3000 by CEFR level
A1	telephone	n., v.	3	The Oxford 3000 by CEFR level
A1	television	n.	3	The Oxford 3000 by CEFR level
A1	tell	v.	3	The Oxford 3000 by CEFR level
A1	ten	number	3	The Oxford 3000 by CEFR level
A1	tennis	n.	3	The Oxford 3000 by CEFR level
A1	terrible	adj.	3	The Oxford 3000 by CEFR level
A1	test	n., v.	3	The Oxford 3000 by CEFR level
A1	text	n.	3	The Oxford 3000 by CEFR level
A1	than	conj.	3	The Oxford 3000 by CEFR level
A1	thank	v.	3	The Oxford 3000 by CEFR level
A1	thanks	exclam., n.	3	The Oxford 3000 by CEFR level
A1	that	det., pron., conj.	3	The Oxford 3000 by CEFR level
A1	the	definite article	3	The Oxford 3000 by CEFR level
A1	theatre	n.	3	The Oxford 3000 by CEFR level
A1	their	det.	3	The Oxford 3000 by CEFR level
A1	them	pron.	3	The Oxford 3000 by CEFR level
A1	then	adv.	3	The Oxford 3000 by CEFR level
A1	there	adv.	3	The Oxford 3000 by CEFR level
A1	they	pron.	3	The Oxford 3000 by CEFR level
A1	thing	n.	3	The Oxford 3000 by CEFR level
A1	think	v.	3	The Oxford 3000 by CEFR level
A1	third	number	3	The Oxford 3000 by CEFR level
A1	thirsty	adj.	3	The Oxford 3000 by CEFR level
A1	thirteen	number	3	The Oxford 3000 by CEFR level
A1	thirty	number	3	The Oxford 3000 by CEFR level
A1	this det./pron. thousand	number	3	The Oxford 3000 by CEFR level
A1	three	number	3	The Oxford 3000 by CEFR level
A1	through	prep., adv.	3	The Oxford 3000 by CEFR level
A1	Thursday	n.	3	The Oxford 3000 by CEFR level
A1	ticket	n.	3	The Oxford 3000 by CEFR level
A1	time	n.	3	The Oxford 3000 by CEFR level
A1	tired	adj.	3	The Oxford 3000 by CEFR level
A1	title	n.	3	The Oxford 3000 by CEFR level
A1	to prep., infinitive marker today	adv., n.	3	The Oxford 3000 by CEFR level
A1	together	adv.	3	The Oxford 3000 by CEFR level
A1	toilet	n.	3	The Oxford 3000 by CEFR level
A1	tomato	n.	4	The Oxford 3000 by CEFR level
A1	tomorrow	adv., n.	4	The Oxford 3000 by CEFR level
A1	tonight	adv., n.	4	The Oxford 3000 by CEFR level
A1	too	adv.	4	The Oxford 3000 by CEFR level
A1	tooth	n.	4	The Oxford 3000 by CEFR level
A1	topic	n.	4	The Oxford 3000 by CEFR level
A1	tourist	n.	4	The Oxford 3000 by CEFR level
A1	town	n.	4	The Oxford 3000 by CEFR level
A1	traffic	n.	4	The Oxford 3000 by CEFR level
A1	train	n.	4	The Oxford 3000 by CEFR level
A1	travel	v., n.	4	The Oxford 3000 by CEFR level
A1	tree	n.	4	The Oxford 3000 by CEFR level
A1	trip	n.	4	The Oxford 3000 by CEFR level
A1	trousers	n.	4	The Oxford 3000 by CEFR level
A1	true	adj.	4	The Oxford 3000 by CEFR level
A1	try	v.	4	The Oxford 3000 by CEFR level
A1	T-shirt	n.	4	The Oxford 3000 by CEFR level
A1	Tuesday	n.	4	The Oxford 3000 by CEFR level
A1	turn	v., n.	4	The Oxford 3000 by CEFR level
A1	TV	n.	4	The Oxford 3000 by CEFR level
A1	twelve	number	4	The Oxford 3000 by CEFR level
A1	twenty	number	4	The Oxford 3000 by CEFR level
A1	twice	adv.	4	The Oxford 3000 by CEFR level
A1	two	number	4	The Oxford 3000 by CEFR level
A1	type	n.	4	The Oxford 3000 by CEFR level
A1	umbrella	n.	4	The Oxford 3000 by CEFR level
A1	uncle	n.	4	The Oxford 3000 by CEFR level
A1	under	prep., adv.	4	The Oxford 3000 by CEFR level
A1	understand	v.	4	The Oxford 3000 by CEFR level
A1	university	n.	4	The Oxford 3000 by CEFR level
A1	until conj./prep. up	adv., prep.	4	The Oxford 3000 by CEFR level
A1	upstairs	adv.	4	The Oxford 3000 by CEFR level
A1	us	pron.	4	The Oxford 3000 by CEFR level
A1	use	v.	4	The Oxford 3000 by CEFR level
A1	useful	adj.	4	The Oxford 3000 by CEFR level
A1	usually	adv.	4	The Oxford 3000 by CEFR level
A1	vacation	n.	4	The Oxford 3000 by CEFR level
A1	vegetable	n.	4	The Oxford 3000 by CEFR level
A1	very	adv.	4	The Oxford 3000 by CEFR level
A1	video	n.	4	The Oxford 3000 by CEFR level
A1	village	n.	4	The Oxford 3000 by CEFR level
A1	visit	v., n.	4	The Oxford 3000 by CEFR level
A1	visitor	n.	4	The Oxford 3000 by CEFR level
A1	wait	v.	4	The Oxford 3000 by CEFR level
A1	waiter	n.	4	The Oxford 3000 by CEFR level
A1	wake	v.	4	The Oxford 3000 by CEFR level
A1	walk	v., n.	4	The Oxford 3000 by CEFR level
A1	wall	n.	4	The Oxford 3000 by CEFR level
A1	want	v.	4	The Oxford 3000 by CEFR level
A1	warm	adj.	4	The Oxford 3000 by CEFR level
A1	wash	v.	4	The Oxford 3000 by CEFR level
A1	watch	v., n.	4	The Oxford 3000 by CEFR level
A1	water	n.	4	The Oxford 3000 by CEFR level
A1	way	n.	4	The Oxford 3000 by CEFR level
A1	we	pron.	4	The Oxford 3000 by CEFR level
A1	wear	v.	4	The Oxford 3000 by CEFR level
A1	weather	n.	4	The Oxford 3000 by CEFR level
A1	website	n.	4	The Oxford 3000 by CEFR level
A1	Wednesday	n.	4	The Oxford 3000 by CEFR level
A1	week	n.	4	The Oxford 3000 by CEFR level
A1	weekend	n.	4	The Oxford 3000 by CEFR level
A1	welcome	exclam., v., adj.	4	The Oxford 3000 by CEFR level
A1	well	adv., adj., exclam.	4	The Oxford 3000 by CEFR level
A1	west	n., adj., adv.	4	The Oxford 3000 by CEFR level
A1	what pron./det. when	adv., pron., conj.	4	The Oxford 3000 by CEFR level
A1	where	adv., conj.	4	The Oxford 3000 by CEFR level
A1	which pron./det. white	adj., n.	4	The Oxford 3000 by CEFR level
A1	who	pron.	4	The Oxford 3000 by CEFR level
A1	why	adv.	4	The Oxford 3000 by CEFR level
A1	wife	n.	4	The Oxford 3000 by CEFR level
A1	will	modal v.	4	The Oxford 3000 by CEFR level
A1	win	v.	4	The Oxford 3000 by CEFR level
A1	window	n.	4	The Oxford 3000 by CEFR level
A1	wine	n.	4	The Oxford 3000 by CEFR level
A1	winter	n.	4	The Oxford 3000 by CEFR level
A1	with	prep.	4	The Oxford 3000 by CEFR level
A1	without	prep.	4	The Oxford 3000 by CEFR level
A1	woman	n.	4	The Oxford 3000 by CEFR level
A1	wonderful	adj.	4	The Oxford 3000 by CEFR level
A1	word	n.	4	The Oxford 3000 by CEFR level
A1	work	v., n.	4	The Oxford 3000 by CEFR level
A1	worker	n.	4	The Oxford 3000 by CEFR level
A1	world	n.	4	The Oxford 3000 by CEFR level
A1	would	modal v.	4	The Oxford 3000 by CEFR level
A1	write	v.	4	The Oxford 3000 by CEFR level
A1	writer	n.	4	The Oxford 3000 by CEFR level
A1	writing	n.	4	The Oxford 3000 by CEFR level
A1	wrong	adj.	4	The Oxford 3000 by CEFR level
A1	yeah	exclam.	4	The Oxford 3000 by CEFR level
A1	year	n.	4	The Oxford 3000 by CEFR level
A1	yellow	adj., n.	4	The Oxford 3000 by CEFR level
A1	yes	exclam.	4	The Oxford 3000 by CEFR level
A1	yesterday	adv., n.	4	The Oxford 3000 by CEFR level
A1	you	pron.	4	The Oxford 3000 by CEFR level
A1	young	adj.	4	The Oxford 3000 by CEFR level
A1	your	det.	4	The Oxford 3000 by CEFR level
A1	yourself	pron.	4	The Oxford 3000 by CEFR level
A1	anybody	pron.	4	The Oxford 3000 by CEFR level
A1	any more	adv.	4	The Oxford 3000 by CEFR level
A1	anyway	adv.	4	The Oxford 3000 by CEFR level
A1	anywhere	adv., pron.	4	The Oxford 3000 by CEFR level
A1	app	n.	4	The Oxford 3000 by CEFR level
A1	appear	v.	4	The Oxford 3000 by CEFR level
A1	appearance	n.	4	The Oxford 3000 by CEFR level
A1	apply	v.	4	The Oxford 3000 by CEFR level
A1	architect	n.	4	The Oxford 3000 by CEFR level
A1	architecture	n.	4	The Oxford 3000 by CEFR level
A1	argue	v.	4	The Oxford 3000 by CEFR level
A1	argument	n.	4	The Oxford 3000 by CEFR level
A1	army	n.	4	The Oxford 3000 by CEFR level
A1	arrange	v.	4	The Oxford 3000 by CEFR level
A1	arrangement	n.	4	The Oxford 3000 by CEFR level
A1	as	adv., conj.	4	The Oxford 3000 by CEFR level
A1	asleep	adj.	4	The Oxford 3000 by CEFR level
A1	assistant	n., adj.	4	The Oxford 3000 by CEFR level
A1	athlete	n.	4	The Oxford 3000 by CEFR level
A1	attack	n., v.	4	The Oxford 3000 by CEFR level
A1	attend	v.	4	The Oxford 3000 by CEFR level
A1	attention	n., exclam.	4	The Oxford 3000 by CEFR level
A1	attractive	adj.	4	The Oxford 3000 by CEFR level
A1	audience	n.	4	The Oxford 3000 by CEFR level
A1	author	n.	4	The Oxford 3000 by CEFR level
A1	available	adj.	4	The Oxford 3000 by CEFR level
A1	average	adj., n.	4	The Oxford 3000 by CEFR level
A1	avoid	v.	4	The Oxford 3000 by CEFR level
A1	award	n.	4	The Oxford 3000 by CEFR level
A1	awful	adj.	4	The Oxford 3000 by CEFR level
A1	back	adj.	4	The Oxford 3000 by CEFR level
A1	background	n.	4	The Oxford 3000 by CEFR level
A1	badly	adv.	4	The Oxford 3000 by CEFR level
A1	bar	n.	4	The Oxford 3000 by CEFR level
A1	baseball	n.	4	The Oxford 3000 by CEFR level
A1	based	adj.	4	The Oxford 3000 by CEFR level
A1	basketball	n.	4	The Oxford 3000 by CEFR level
A1	bean	n.	4	The Oxford 3000 by CEFR level
A1	bear (animal)	n.	4	The Oxford 3000 by CEFR level
A1	beat	v.	4	The Oxford 3000 by CEFR level
A1	beef	n.	4	The Oxford 3000 by CEFR level
A1	before	conj., adv.	4	The Oxford 3000 by CEFR level
A1	behave	v.	4	The Oxford 3000 by CEFR level
A1	behaviour	n.	4	The Oxford 3000 by CEFR level
A1	belong	v.	4	The Oxford 3000 by CEFR level
A1	belt	n.	4	The Oxford 3000 by CEFR level
A1	benefit	n.	4	The Oxford 3000 by CEFR level
A1	best	adv., n.	4	The Oxford 3000 by CEFR level
A1	better	adv.	4	The Oxford 3000 by CEFR level
A1	between	adv.	4	The Oxford 3000 by CEFR level
A1	billion	number	4	The Oxford 3000 by CEFR level
A1	bin	n.	4	The Oxford 3000 by CEFR level
A1	biology	n.	4	The Oxford 3000 by CEFR level
A1	birth	n.	4	The Oxford 3000 by CEFR level
A1	biscuit	n.	4	The Oxford 3000 by CEFR level
A1	bit	n.	4	The Oxford 3000 by CEFR level
A1	blank	adj., n.	4	The Oxford 3000 by CEFR level
A1	blood	n.	4	The Oxford 3000 by CEFR level
A1	blow	v.	4	The Oxford 3000 by CEFR level
A1	board	n.	4	The Oxford 3000 by CEFR level
A1	boil	v.	4	The Oxford 3000 by CEFR level
A1	bone	n.	4	The Oxford 3000 by CEFR level
A1	book	v.	4	The Oxford 3000 by CEFR level
A1	borrow	v.	4	The Oxford 3000 by CEFR level
A1	boss	n.	4	The Oxford 3000 by CEFR level
A1	bottom	n., adj.	4	The Oxford 3000 by CEFR level
A1	bowl	n.	4	The Oxford 3000 by CEFR level
A1	brain	n.	4	The Oxford 3000 by CEFR level
A1	bridge	n.	4	The Oxford 3000 by CEFR level
A1	bright	adj.	4	The Oxford 3000 by CEFR level
A1	brilliant	adj.	4	The Oxford 3000 by CEFR level
A1	broken	adj.	4	The Oxford 3000 by CEFR level
A1	brush	v., n.	4	The Oxford 3000 by CEFR level
A1	burn	v.	4	The Oxford 3000 by CEFR level
A1	businessman	n.	4	The Oxford 3000 by CEFR level
A1	button	n.	4	The Oxford 3000 by CEFR level
A1	camp	n., v.	4	The Oxford 3000 by CEFR level
A1	camping	n.	4	The Oxford 3000 by CEFR level
A1	can2	n.	4	The Oxford 3000 by CEFR level
A1	care	n., v.	4	The Oxford 3000 by CEFR level
A1	careful	adj.	4	The Oxford 3000 by CEFR level
A1	carefully	adv.	4	The Oxford 3000 by CEFR level
A1	carpet	n.	4	The Oxford 3000 by CEFR level
A1	cartoon	n.	4	The Oxford 3000 by CEFR level
A1	case	n.	4	The Oxford 3000 by CEFR level
A1	cash	n.	4	The Oxford 3000 by CEFR level
A1	castle	n.	4	The Oxford 3000 by CEFR level
A1	catch	v.	4	The Oxford 3000 by CEFR level
A1	cause	n., v.	4	The Oxford 3000 by CEFR level
A1	celebrate	v.	4	The Oxford 3000 by CEFR level
A1	celebrity	n.	4	The Oxford 3000 by CEFR level
A1	certain	adj.	4	The Oxford 3000 by CEFR level
A1	certainly	adv.	4	The Oxford 3000 by CEFR level
A1	chance	n.	4	The Oxford 3000 by CEFR level
A1	character	n.	4	The Oxford 3000 by CEFR level
A1	charity	n.	4	The Oxford 3000 by CEFR level
A1	chat	v., n.	4	The Oxford 3000 by CEFR level
A1	check	n.	4	The Oxford 3000 by CEFR level
A1	chef	n.	4	The Oxford 3000 by CEFR level
A1	chemistry	n.	4	The Oxford 3000 by CEFR level
A1	chip	n.	4	The Oxford 3000 by CEFR level
A1	choice	n.	4	The Oxford 3000 by CEFR level
A1	church	n.	4	The Oxford 3000 by CEFR level
A1	cigarette	n.	4	The Oxford 3000 by CEFR level
A1	circle	n., v.	4	The Oxford 3000 by CEFR level
A1	classical	adj.	4	The Oxford 3000 by CEFR level
A1	clear	adj.	4	The Oxford 3000 by CEFR level
A1	clearly	adv.	4	The Oxford 3000 by CEFR level
A1	clever	adj.	4	The Oxford 3000 by CEFR level
A1	climate	n.	4	The Oxford 3000 by CEFR level
A1	close2	adj.	4	The Oxford 3000 by CEFR level
A1	closed	adj.	4	The Oxford 3000 by CEFR level
A1	clothing	n.	4	The Oxford 3000 by CEFR level
A1	cloud	n.	4	The Oxford 3000 by CEFR level
A1	coach	n.	4	The Oxford 3000 by CEFR level
A1	coast	n.	4	The Oxford 3000 by CEFR level
A1	code	n.	4	The Oxford 3000 by CEFR level
A1	colleague	n.	4	The Oxford 3000 by CEFR level
A1	collect	v.	4	The Oxford 3000 by CEFR level
A1	column	n.	4	The Oxford 3000 by CEFR level
A1	comedy	n.	4	The Oxford 3000 by CEFR level
A1	comfortable	adj.	4	The Oxford 3000 by CEFR level
A1	comment	n.	4	The Oxford 3000 by CEFR level
A1	communicate	v.	4	The Oxford 3000 by CEFR level
A1	community	n.	4	The Oxford 3000 by CEFR level
A1	compete	v.	4	The Oxford 3000 by CEFR level
A1	competition	n.	4	The Oxford 3000 by CEFR level
A1	complain	v.	4	The Oxford 3000 by CEFR level
A1	completely	adv.	4	The Oxford 3000 by CEFR level
A1	condition	n.	4	The Oxford 3000 by CEFR level
A1	conference	n.	4	The Oxford 3000 by CEFR level
A1	connect	v.	4	The Oxford 3000 by CEFR level
A1	connected	adj.	4	The Oxford 3000 by CEFR level
A1	consider	v.	4	The Oxford 3000 by CEFR level
A1	contain	v.	4	The Oxford 3000 by CEFR level
A1	context	n.	4	The Oxford 3000 by CEFR level
A1	continent	n.	4	The Oxford 3000 by CEFR level
A1	continue	v.	4	The Oxford 3000 by CEFR level
A1	control	n., v.	4	The Oxford 3000 by CEFR level
A1	cook	n.	4	The Oxford 3000 by CEFR level
A2	ability	n.	4	The Oxford 3000 by CEFR level
A2	able	adj.	4	The Oxford 3000 by CEFR level
A2	abroad	adv.	4	The Oxford 3000 by CEFR level
A2	accept	v.	4	The Oxford 3000 by CEFR level
A2	accident	n.	4	The Oxford 3000 by CEFR level
A2	according to	prep.	4	The Oxford 3000 by CEFR level
A2	achieve	v.	4	The Oxford 3000 by CEFR level
A2	act	v.	4	The Oxford 3000 by CEFR level
A2	active	adj.	4	The Oxford 3000 by CEFR level
A2	actually	adv.	4	The Oxford 3000 by CEFR level
A2	adult	adj.	4	The Oxford 3000 by CEFR level
A2	advantage	n.	4	The Oxford 3000 by CEFR level
A2	adventure	n.	4	The Oxford 3000 by CEFR level
A2	advertise	v.	4	The Oxford 3000 by CEFR level
A2	advertisement	n.	4	The Oxford 3000 by CEFR level
A2	advertising	n.	4	The Oxford 3000 by CEFR level
A2	affect	v.	4	The Oxford 3000 by CEFR level
A2	after	conj., adv.	4	The Oxford 3000 by CEFR level
A2	against	prep.	4	The Oxford 3000 by CEFR level
A2	ah	exclam.	4	The Oxford 3000 by CEFR level
A2	airline	n.	4	The Oxford 3000 by CEFR level
A2	alive	adj.	4	The Oxford 3000 by CEFR level
A2	all	adv.	4	The Oxford 3000 by CEFR level
A2	all right adj./adv.	exclam.	4	The Oxford 3000 by CEFR level
A2	allow	v.	4	The Oxford 3000 by CEFR level
A2	almost	adv.	4	The Oxford 3000 by CEFR level
A2	alone adj./adv. along	prep., adv.	4	The Oxford 3000 by CEFR level
A2	already	adv.	4	The Oxford 3000 by CEFR level
A2	alternative	n.	4	The Oxford 3000 by CEFR level
A2	although	conj.	4	The Oxford 3000 by CEFR level
A2	among	prep.	4	The Oxford 3000 by CEFR level
A2	amount	n.	4	The Oxford 3000 by CEFR level
A2	ancient	adj.	4	The Oxford 3000 by CEFR level
A2	ankle	n.	4	The Oxford 3000 by CEFR level
A2	any	adv.	4	The Oxford 3000 by CEFR level
A2	cooker	n.	5	The Oxford 3000 by CEFR level
A2	copy	n., v.	5	The Oxford 3000 by CEFR level
A2	corner	n.	5	The Oxford 3000 by CEFR level
A2	correctly	adv.	5	The Oxford 3000 by CEFR level
A2	count	v.	5	The Oxford 3000 by CEFR level
A2	couple	n.	5	The Oxford 3000 by CEFR level
A2	cover	v.	5	The Oxford 3000 by CEFR level
A2	crazy	adj.	5	The Oxford 3000 by CEFR level
A2	creative	adj.	5	The Oxford 3000 by CEFR level
A2	credit	n.	5	The Oxford 3000 by CEFR level
A2	crime	n.	5	The Oxford 3000 by CEFR level
A2	criminal	n.	5	The Oxford 3000 by CEFR level
A2	cross	v., n.	5	The Oxford 3000 by CEFR level
A2	crowd	n.	5	The Oxford 3000 by CEFR level
A2	crowded	adj.	5	The Oxford 3000 by CEFR level
A2	cry	v.	5	The Oxford 3000 by CEFR level
A2	cupboard	n.	5	The Oxford 3000 by CEFR level
A2	curly	adj.	5	The Oxford 3000 by CEFR level
A2	cycle	n., v.	5	The Oxford 3000 by CEFR level
A2	daily	adj.	5	The Oxford 3000 by CEFR level
A2	danger	n.	5	The Oxford 3000 by CEFR level
A2	dark	n.	5	The Oxford 3000 by CEFR level
A2	data	n.	5	The Oxford 3000 by CEFR level
A2	dead	adj.	5	The Oxford 3000 by CEFR level
A2	deal	v.	5	The Oxford 3000 by CEFR level
A2	dear	exclam.	5	The Oxford 3000 by CEFR level
A2	death	n.	5	The Oxford 3000 by CEFR level
A2	decision	n.	5	The Oxford 3000 by CEFR level
A2	deep	adj.	5	The Oxford 3000 by CEFR level
A2	definitely	adv.	5	The Oxford 3000 by CEFR level
A2	degree	n.	5	The Oxford 3000 by CEFR level
A2	dentist	n.	5	The Oxford 3000 by CEFR level
A2	department	n.	5	The Oxford 3000 by CEFR level
A2	depend	v.	5	The Oxford 3000 by CEFR level
A2	desert	n.	5	The Oxford 3000 by CEFR level
A2	designer	n.	5	The Oxford 3000 by CEFR level
A2	destroy	v.	5	The Oxford 3000 by CEFR level
A2	detective	n.	5	The Oxford 3000 by CEFR level
A2	develop	v.	5	The Oxford 3000 by CEFR level
A2	device	n.	5	The Oxford 3000 by CEFR level
A2	diary	n.	5	The Oxford 3000 by CEFR level
A2	differently	adv.	5	The Oxford 3000 by CEFR level
A2	digital	adj.	5	The Oxford 3000 by CEFR level
A2	direct	adj.	5	The Oxford 3000 by CEFR level
A2	direction	n.	5	The Oxford 3000 by CEFR level
A2	director	n.	5	The Oxford 3000 by CEFR level
A2	disagree	v.	5	The Oxford 3000 by CEFR level
A2	disappear	v.	5	The Oxford 3000 by CEFR level
A2	disaster	n.	5	The Oxford 3000 by CEFR level
A2	discover	v.	5	The Oxford 3000 by CEFR level
A2	discovery	n.	5	The Oxford 3000 by CEFR level
A2	discussion	n.	5	The Oxford 3000 by CEFR level
A2	disease	n.	5	The Oxford 3000 by CEFR level
A2	distance	n.	5	The Oxford 3000 by CEFR level
A2	divorced	adj.	5	The Oxford 3000 by CEFR level
A2	document	n.	5	The Oxford 3000 by CEFR level
A2	double	adj., det., pron., v.	5	The Oxford 3000 by CEFR level
A2	download	v., n.	5	The Oxford 3000 by CEFR level
A2	downstairs	adj.	5	The Oxford 3000 by CEFR level
A2	drama	n.	5	The Oxford 3000 by CEFR level
A2	drawing	n.	5	The Oxford 3000 by CEFR level
A2	dream	n., v.	5	The Oxford 3000 by CEFR level
A2	drive	n.	5	The Oxford 3000 by CEFR level
A2	driving	n.	5	The Oxford 3000 by CEFR level
A2	drop	v.	5	The Oxford 3000 by CEFR level
A2	drug	n.	5	The Oxford 3000 by CEFR level
A2	dry	adj., v.	5	The Oxford 3000 by CEFR level
A2	earn	v.	5	The Oxford 3000 by CEFR level
A2	earth	n.	5	The Oxford 3000 by CEFR level
A2	easily	adv.	5	The Oxford 3000 by CEFR level
A2	education	n.	5	The Oxford 3000 by CEFR level
A2	effect	n.	5	The Oxford 3000 by CEFR level
A2	either det./pron.	adv.	5	The Oxford 3000 by CEFR level
A2	electric	adj.	5	The Oxford 3000 by CEFR level
A2	electrical	adj.	5	The Oxford 3000 by CEFR level
A2	electricity	n.	5	The Oxford 3000 by CEFR level
A2	electronic	adj.	5	The Oxford 3000 by CEFR level
A2	employ	v.	5	The Oxford 3000 by CEFR level
A2	employee	n.	5	The Oxford 3000 by CEFR level
A2	employer	n.	5	The Oxford 3000 by CEFR level
A2	empty	adj.	5	The Oxford 3000 by CEFR level
A2	ending	n.	5	The Oxford 3000 by CEFR level
A2	energy	n.	5	The Oxford 3000 by CEFR level
A2	engine	n.	5	The Oxford 3000 by CEFR level
A2	engineer	n.	5	The Oxford 3000 by CEFR level
A2	enormous	adj.	5	The Oxford 3000 by CEFR level
A2	enter	v.	5	The Oxford 3000 by CEFR level
A2	environment	n.	5	The Oxford 3000 by CEFR level
A2	equipment	n.	5	The Oxford 3000 by CEFR level
A2	error	n.	5	The Oxford 3000 by CEFR level
A2	especially	adv.	5	The Oxford 3000 by CEFR level
A2	essay	n.	5	The Oxford 3000 by CEFR level
A2	everyday	adj.	5	The Oxford 3000 by CEFR level
A2	everywhere	adv.	5	The Oxford 3000 by CEFR level
A2	evidence	n.	5	The Oxford 3000 by CEFR level
A2	exact	adj.	5	The Oxford 3000 by CEFR level
A2	exactly	adv.	5	The Oxford 3000 by CEFR level
A2	excellent	adj.	5	The Oxford 3000 by CEFR level
A2	except	prep.	5	The Oxford 3000 by CEFR level
A2	exist	v.	5	The Oxford 3000 by CEFR level
A2	expect	v.	5	The Oxford 3000 by CEFR level
A2	experience	n.	5	The Oxford 3000 by CEFR level
A2	experiment	n.	5	The Oxford 3000 by CEFR level
A2	expert	n.,adj.	5	The Oxford 3000 by CEFR level
A2	explanation	n.	5	The Oxford 3000 by CEFR level
A2	express	v.	5	The Oxford 3000 by CEFR level
A2	expression	n.	5	The Oxford 3000 by CEFR level
A2	extreme	adj.	5	The Oxford 3000 by CEFR level
A2	extremely	adv.	5	The Oxford 3000 by CEFR level
A2	factor	n.	5	The Oxford 3000 by CEFR level
A2	factory	n.	5	The Oxford 3000 by CEFR level
A2	fail	v.	5	The Oxford 3000 by CEFR level
A2	fair	adj.	5	The Oxford 3000 by CEFR level
A2	fall	n.	5	The Oxford 3000 by CEFR level
A2	fan	n.	5	The Oxford 3000 by CEFR level
A2	farm	v.	5	The Oxford 3000 by CEFR level
A2	farming	n.	5	The Oxford 3000 by CEFR level
A2	fashion	n.	5	The Oxford 3000 by CEFR level
A2	fat	n.	5	The Oxford 3000 by CEFR level
A2	fear	n.	5	The Oxford 3000 by CEFR level
A2	feature	n.	5	The Oxford 3000 by CEFR level
A2	feed	v.	5	The Oxford 3000 by CEFR level
A2	female	adj., n.	5	The Oxford 3000 by CEFR level
A2	fiction	n.	5	The Oxford 3000 by CEFR level
A2	field	n.	5	The Oxford 3000 by CEFR level
